Handle	Index	FileName	Volume	Group Size	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Reverb	Falloff	Cache	Async Only	Priority	Stream	Stereo	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3
ESOUND_DIABLO_FIRE_CAST	760	monster\diablo\castfire.wav	255	0	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_FIRECIRCLE	761	monster\andariel\fireloop.wav	255	0	1	6	6	1	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_FIREWALL	762	monster\andariel\fireloop.wav	255	0	1	6	6	1	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_LASER_CAST	763	monster\diablo\castlazer.wav	255	0	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_LASER	764	monster\diablo\lazer.wav	205	0	1	6	6	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_RUN	765	monster\diablo\yell.wav	255	0	0	0	0	0	0	0	8	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_YELL	766	monster\diablo\yell.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DROGNAN_READ_SCROLL	767	monster\npc\drognanreadscroll.wav	255	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_ATTACK_1	768	monster\druidbear\attack09.wav	220	6	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_ATTACK_2	769	monster\druidbear\attack10.wav	220	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_ATTACK_3	770	monster\druidbear\attack11.wav	220	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_ATTACK_4	771	monster\druidbear\attack14.wav	220	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_ATTACK_5	772	monster\druidbear\attack16.wav	220	0	0	0	0	0	0	0	0	1	1	0	1	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_ATTACK_6	773	monster\druidbear\attack12.wav	220	0	0	0	0	0	0	0	0	1	1	0	1	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_NEUTRAL_1	774	monster\druidbear\neutral10.wav	150	5	0	0	0	0	0	0	0	1	1	0	1	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_NEUTRAL_2	775	monster\druidbear\neutral06.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_NEUTRAL_3	776	monster\druidbear\neutral07.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_NEUTRAL_4	777	monster\druidbear\neutral08.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_NEUTRAL_5	778	monster\druidbear\neutral09.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_HIT_1	779	monster\druidbear\gethit08.wav	220	5	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_HIT_2	780	monster\druidbear\gethit09.wav	220	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_HIT_3	781	monster\druidbear\gethit10.wav	220	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_HIT_4	782	monster\druidbear\gethit11.wav	220	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_HIT_5	783	monster\druidbear\gethit06.wav	220	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_EMERGE	784	monster\druidbear\appear.wav	220	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDBEAR_FADE	785	none.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDPOD_ATTACK_1	786	monster\druidpod\attack01.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDPOD_ATTACK_2	787	monster\druidpod\attack02.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDPOD_ATTACK_3	788	monster\druidpod\attack03.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDPOD_ATTACK_4	789	monster\druidpod\attack04.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDPOD_DEATH_1	790	monster\druidpod\death01.wav	255	5	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDPOD_DEATH_2	791	monster\druidpod\death02.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDPOD_DEATH_3	792	monster\druidpod\death03.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDPOD_DEATH_4	793	monster\druidpod\death04.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDPOD_DEATH_5	794	monster\druidpod\death05.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDPOD_NEUTRAL_1	795	monster\druidpod\neutral1.wav	210	4	0	0	0	0	0	0	2	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDPOD_NEUTRAL_2	796	monster\druidpod\neutral2.wav	210	0	0	0	0	0	0	0	2	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDPOD_NEUTRAL_3	797	monster\druidpod\neutral3.wav	210	0	0	0	0	0	0	0	2	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDPOD_NEUTRAL_4	798	monster\druidpod\neutral4.wav	210	0	0	0	0	0	0	0	2	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDPOD_WALK1_1	799	monster\druidpod\podwalk11.wav	210	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_DRUIDPOD_WALK1_2	800	monster\druidpod\podwalk12.wav	210	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_DRUIDPOD_WALK1_3	801	monster\druidpod\podwalk13.wav	210	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_DRUIDPOD_WALK1_4	802	monster\druidpod\podwalk14.wav	210	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_DRUIDPOD_WALK1_5	803	monster\druidpod\podwalk15.wav	210	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_DRUIDPOD_WALK2_1	804	monster\druidpod\podwalk21.wav	210	6	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_DRUIDPOD_WALK2_2	805	monster\druidpod\podwalk22.wav	210	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_DRUIDPOD_WALK2_3	806	monster\druidpod\podwalk23.wav	210	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_DRUIDPOD_WALK2_4	807	monster\druidpod\podwalk24.wav	210	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_DRUIDPOD_WALK2_5	808	monster\druidpod\podwalk25.wav	210	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_DRUIDPOD_WALK2_6	809	monster\druidpod\podwalk26.wav	210	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_DRUIDSPIRIT_DEATH_1	810	monster\oaksage\death1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDSPIRIT_DEATH_2	811	monster\oaksage\death2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDSPIRIT_DEATH_3	812	monster\oaksage\death3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDSPIRIT_HIT_1	813	monster\oaksage\gethit1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDSPIRIT_HIT_2	814	monster\oaksage\gethit2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDSPIRIT_HIT_3	815	monster\oaksage\gethit3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDRAVEN_ATTACK_1	816	monster\druidraven\attack1.wav	200	4	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDRAVEN_ATTACK_2	817	monster\druidraven\attack2.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDRAVEN_ATTACK_3	818	monster\druidraven\attack3.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDRAVEN_ATTACK_4	819	monster\druidraven\attack4.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDRAVEN_EMERGE	820	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDRAVEN_POOF	821	monster\druidraven\poof01.wav	150	0	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWOLF_ATTACK_1	822	monster\druidwolf\attack1.wav	170	6	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWOLF_ATTACK_2	823	monster\druidwolf\attack2.wav	170	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWOLF_ATTACK_3	824	monster\druidwolf\attack3.wav	170	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWOLF_ATTACK_4	825	monster\druidwolf\attack4.wav	170	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWOLF_ATTACK_5	826	monster\druidwolf\attack5.wav	170	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWOLF_ATTACK_6	827	monster\druidwolf\attack6.wav	170	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWOLF_NEUTRAL_1	828	monster\druidwolf\neutral4.wav	180	3	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWOLF_NEUTRAL_2	829	monster\druidwolf\neutral5.wav	180	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWOLF_NEUTRAL_3	830	monster\druidwolf\neutral6.wav	180	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWOLF_NEUTRAL_4	831	none.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWOLF_NEUTRAL_5	832	none.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWOLF_HIT_1	833	monster\druidwolf\gethit1.wav	70	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWOLF_HIT_2	834	monster\druidwolf\gethit2.wav	70	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWOLF_HIT_3	835	monster\druidwolf\gethit3.wav	70	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWOLF_HIT_4	836	monster\druidwolf\gethit4.wav	70	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWOLF_HIT_5	837	monster\druidwolf\gethit5.wav	70	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_ATTACK_1	838	monster\werebear\attack1.wav	220	4	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_ATTACK_2	839	monster\werebear\attack2.wav	220	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_ATTACK_3	840	monster\werebear\attack3.wav	220	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_ATTACK_4	841	monster\werebear\attack4.wav	220	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_NEUTRAL_1	842	monster\werebear\neutral01.wav	200	5	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_NEUTRAL_2	843	monster\werebear\neutral02.wav	200	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_NEUTRAL_3	844	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_NEUTRAL_4	845	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_NEUTRAL_5	846	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_BITE_1	847	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_BITE_2	848	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_BITE_3	849	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_BITE_4	850	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_HIT_1	851	monster\werebear\gethit1.wav	255	5	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_HIT_2	852	monster\werebear\gethit2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_HIT_3	853	monster\werebear\gethit3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_HIT_4	854	monster\werebear\gethit4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_HIT_5	855	monster\werebear\gethit5.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREBEAR_MORPH	856	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_ATTACK_1	857	monster\werewolf\attack12.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_ATTACK_2	858	monster\werewolf\attack13.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_ATTACK_3	859	monster\werewolf\attack14.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_ATTACK_4	860	monster\werewolf\attack15.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_NEUTRAL_1	861	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_NEUTRAL_2	862	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_NEUTRAL_3	863	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_NEUTRAL_4	864	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_NEUTRAL_5	865	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_BITE_1	866	monster\werewolf\bite1.wav	215	4	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_BITE_2	867	monster\werewolf\bite2.wav	215	0	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_BITE_3	868	monster\werewolf\bite3.wav	215	0	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_BITE_4	869	monster\werewolf\bite4.wav	215	0	0	0	0	0	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_HIT_1	870	monster\werewolf\gethit03.wav	255	5	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_HIT_2	871	monster\werewolf\gethit08.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_HIT_3	872	monster\werewolf\gethit09.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_HIT_4	873	monster\werewolf\gethit13.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_HIT_5	874	monster\werewolf\gethit14.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DRUIDWEREWOLF_MORPH	875	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_ATTACK_1	876	monster\duriel\attack1.wav	200	5	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_ATTACK_2	877	monster\duriel\attack2.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_ATTACK_3	878	monster\duriel\attack3.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_ATTACK_4	879	monster\duriel\attack4.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_ATTACK_5	880	monster\duriel\attack5.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_HIT_1	881	monster\duriel\gethit1.wav	200	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_HIT_2	882	monster\duriel\gethit2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_HIT_3	883	monster\duriel\gethit3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_HIT_4	884	monster\duriel\gethit4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_DEATH	885	monster\duriel\death1.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_WALK_1	886	ambient\footstep\hoof1.wav	255	4	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_WALK_2	887	ambient\footstep\hoof2.wav	255	0	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_WALK_3	888	ambient\footstep\hoof3.wav	255	0	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_WALK_4	889	ambient\footstep\hoof4.wav	255	0	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_ATTACK_1	890	monster\fallen\roar1.wav	200	5	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_ATTACK_2	891	monster\fallen\roar3.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_ATTACK_3	892	monster\fallen\roar5.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_ATTACK_4	893	monster\fallen\roar6.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_ATTACK_5	894	monster\fallen\roar7.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_HIT_1	895	monster\fallen\gethit1.wav	200	5	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_HIT_2	896	monster\fallen\gethit2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_HIT_3	897	monster\fallen\gethit3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_HIT_4	898	monster\fallen\gethit6.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_HIT_5	899	monster\fallen\gethit7.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_DEATH_1	900	monster\fallen\death1.wav	200	7	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_DEATH_2	901	monster\fallen\death2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_DEATH_3	902	monster\fallen\death3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_DEATH_4	903	monster\fallen\death4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_DEATH_5	904	monster\fallen\death5.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_DEATH_6	905	monster\fallen\death6.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_DEATH_7	906	monster\fallen\death7.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_NEUTRAL_1	907	monster\fallen\neutral1.wav	184	5	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_NEUTRAL_2	908	monster\fallen\neutral2.wav	184	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_NEUTRAL_3	909	monster\fallen\neutral3.wav	184	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_NEUTRAL_4	910	monster\fallen\neutral4.wav	184	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_NEUTRAL_5	911	monster\fallen\neutral5.wav	184	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_NEUTRAL_6	912	none.wav	0	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_WARCRY_1	913	monster\fallen\warcry1.wav	184	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_WARCRY_2	914	monster\fallen\warcry2.wav	184	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_WARCRY_3	915	monster\fallen\warcry3.wav	184	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_WARCRY_4	916	monster\fallen\warcry4.wav	184	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_FLEE_1	917	monster\fallen\flee1.wav	200	5	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_FLEE_2	918	monster\fallen\flee2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_FLEE_3	919	monster\fallen\flee3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_FLEE_4	920	monster\fallen\flee4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
