Class	namco	Type	Descriptor	BaseId	PopulateId	Spawned	Beta	Code	ClientOnly	NoMap	SizeX	SizeY	Height	NoOverlays	OverlayHeight	Velocity	Run	CanStealFrom	ColdEffect	Rarity	Level	Level(N)	Level(H)	MeleeRng	MinGrp	MaxGrp	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SpawnComponents	BaseW	AIParam1	Comment	AIParam2	Comment	AIParam3	Comment	AIParam4	Comment	AIParam5	Comment	ModeDH	ModeN	ModeW	ModeGH	ModeA1	ModeA2	ModeB	ModeC	ModeS1	ModeS2	ModeS3	ModeS4	ModeDD	ModeKB	ModeSQ	ModeRN	ElMode	ElType	ElOver	ElPct	ElMinD	ElMaxD	ElDur	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	A1Move	A2Move	S1Move	S2Move	S3Move	S4Move	Cmove	Align	IsMelee	IsSel	IsSel2	NeverSel	CorpseSel	IsAtt	IsNPC	IsCritter	InTown	Bleed	Shadow	Light	NoUniqueShift	CompositeDeath	Skill1	Skill1Seq	Skill1Lvl	Skill2	Skill2Seq	Skill2Lvl	Skill3	Skill3Seq	Skill3Lvl	Skill4	Skill4Seq	Skill4Lvl	Skill5	Skill5Seq	Skill5Lvl	LightR	LightG	LightB	DamageResist	MagicResist	FireResist	LightResist	ColdResist	PoisonResist	DamageResist(N)	MagicResist(N)	FireResist(N)	LightResist(N)	ColdResist(N)	PoisonResist(N)	DamageResist(H)	MagicResist(H)	FireResist(H)	LightResist(H)	ColdResist(H)	PoisonResist(H)	DamageRegen	eLUndead	eHUndead	eDemon	eMagicUsing	eLarge	eSmall	eFlying	eOpenDoors	eSpawnCol	eBoss	PixHeight	Interact	MinHP	MaxHP	AC	Exp	ToBlock	A1MinD	A1MaxD	A1ToHit	A2MinD	A2MaxD	A2ToHit	S1MinD	S1MaxD	S1ToHit	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1ToHit(N)	A2MinD(N)	A2MaxD(N)	A2ToHit(N)	S1MinD(N)	S1MaxD(N)	S1ToHit(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1ToHit(H)	A2MinD(H)	A2MaxD(H)	A2ToHit(H)	S1MinD(H)	S1MaxD(H)	S1ToHit(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	SpawnPctBonus	Soft	Heart	BodyPart	Killable	Switch	Restore	NeverCount	HitClass	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	DeadCollision	UnflatDead	BloodLocal	DeathDamage	PetIgnore	NoGfxHitTest	HitTestTop	HitTestLeft	HitTestWidth	HitTestHeight	GenericSpawn	AutomapCel	SparsePopulate	Zoo	ObjectCollision	Inert
WaterWatcherHead	WaterWatcherHead	tentaclehead		100	261	1	0	TE	0	0	3	3	3	0	3	0	0	1	50	0	18	51	84	6	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	hth	70	spit pct	5	sub pct	16	sub time	12	up time	20	pause time	1	1	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	139	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	176	20	1	180	0	1	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	100	2	0	0	0	0	1	0	0	0	1	0	96	0	49	65	90	213	24	0	0	46	0	0	0	0	0	0	437	578	278	2346	0	0	193	0	0	0	0	0	0	1253	1658	492	16050	0	0	421	0	0	0	0	0	0													0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RiverStalkerHead	RiverStalkerHead	tentaclehead		100	262	1	0	TE	0	0	3	3	3	0	3	0	0	1	50	0	20	53	86	6	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	hth	80		10		14		14		16		1	1	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	139	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	176	20	1	180	0	1	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	100	2	0	0	0	0	1	0	0	0	1	0	96	0	54	72	101	258	27	0	0	51	0	0	0	0	0	0	454	601	289	2686	0	0	200	0	0	0	0	0	0	1283	1698	504	18034	0	0	431	0	0	0	0	0	0													0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
StygianWatcherHead	StygianWatcherHead	tentaclehead		100	263	1	0	TE	0	0	3	3	3	0	3	0	0	1	50	0	22	55	88	6	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	hth	90		15		12		16		12		1	1	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	139	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	176	20	1	180	0	1	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	100	2	0	0	0	0	1	0	0	0	1	0	96	0	60	79	111	312	29	0	0	56	0	0	0	0	0	0	471	623	299	3076	0	0	208	0	0	0	0	0	0	1312	1737	516	20263	0	0	441	0	0	0	0	0	0													0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
meshif	meshif	NPC		101	264	0	0	M3	0	0	2	2	0	0	2	2	2	1	50	0	99	70	90	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	31	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	80	1	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DeckardCain	DeckardCain	NPC		102	265	0	1	1D	0	0	2	2	0	0	2	2	2	1	50	0	99	70	90	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	31	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	80	1	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
navi	navi			103	266	0	1	RG	0	0	2	2	3	0	2	8	8	1	50	0	1	34	67	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	8	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	120	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	1	499	499	13	0	3	0	0	3	0	0	0	0	0	0	24540	24540	467	0	0	0	95	0	0	0	0	0	0	83929	83929	991	0	0	0	249	0	0	0	0	0	0													0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bloodraven	Bloodraven	Quest		104	267	0	1	CR	0	0	2	2	3	0	2	6	8	1	50	0	10	43	76	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	9	0	bow	0		0		0		0		0		1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	135	65535	65535	65535	65535	65535	65535	136	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	167	16	1	168	17	1	0	0	0	0	0	0	0	0	0	255	255	255	0	50	50	50	50	50	25	50	50	50	50	50	75	50	50	50	50	50	0	0	0	1	0	1	0	0	0	0	1	96	0	71	71	38	181	28	0	0	53	0	0	0	0	0	0	901	901	175	2393	0	0	325	0	0	0	0	0	0	2768	2768	333	17650	0	0	763	0	0	0	0	0	0	Blood Raven	Blood Raven	Blood Raven		Blood Raven (N)	Blood Raven (N)	Blood Raven (N)		Blood Raven (H)	Blood Raven (H)	Blood Raven (H)		0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	bug			105	268	1	0	BG	1	1	0	0	0	0	0	2	2	1	50	0	99	70	90	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	scorpion			106	269	1	0	DS	1	1	0	0	0	0	0	5	5	1	50	0	99	70	90	0	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RogueScout	RogueScout	NPC		107	270	0	1	RG	0	0	2	2	3	0	2	8	8	1	50	0	5	38	71	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	8	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	120	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	12	30	25	0	15	0	0	28	0	0	0	0	0	0	240	600	207	0	0	0	288	0	0	0	0	0	0	779	1948	416	0	0	0	713	0	0	0	0	0	0													0	1	xxx	xxx	1	1	1	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
Dummy	RogueHireling	NPC		108	271	0	1	RG	0	0	2	2	3	0	2	7	11	1	50	0	1	34	67	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	8	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	5	1	1	202	0	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	96	0	0	0	1	0	26	0	0	49	0	0	0	0	0	0	4	4	41	0	0	0	1674	0	0	0	0	0	0	15	15	88	0	0	0	4371	0	0	0	0	0	0													0	1	xxx	xxx	1	1	1	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	RogueTownShoot	NPC		109	272	0	1	RG	0	0	2	2	3	0	2	8	8	1	50	0	99	70	90	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	8	0	hth	0	ranged	0		0		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	120	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	376	658	497	0	93	0	0	184	0	0	0	0	0	0	880	1540	381	0	0	0	195	0	0	0	0	0	0	1974	3454	528	0	0	0	334	0	0	0	0	0	0													0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
GargoyleTrap	GargoyleTrap			110	273	1	1	GT	0	0	2	2	0	0	1	0	0	0	50	0	15	48	81	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	24		20		12		0		0		1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	172	18	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	70	0	0	0	0	0	100	0	50	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	96	0	42	55	75	197	16	8	16	29	0	0	0	0	0	0	411	545	261	2361	24	48	134	0	0	0	0	0	0	1208	1599	475	16612	54	105	301	0	0	0	0	0	0													0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ReturnedMage	ReturnedMage	Skeleton		111	274	1	1	SK	0	0	2	2	3	0	2	4	4	1	50	1	8	41	74	0	1	2	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	9	0	hth	35		0		0		0		0		1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	125	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	5	0	1	158	6	1	0	0	0	0	0	0	0	0	0	0	0	0	102	255	0	0	0	0	0	0	70	0	0	0	0	0	60	50	0	0	0	0	75	2	1	0	0	0	0	0	0	1	0	0	80	0	10	15	40	55	9	0	0	16	0	0	0	0	0	0	150	217	223	759	0	0	115	0	0	0	0	0	0	471	682	434	5703	0	0	275	0	0	0	0	0	0	Act 1 Cast B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BoneMage	BoneMage	Skeleton		111	275	1	1	SK	0	0	2	2	3	0	2	4	4	1	50	1	10	43	76	0	1	3	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	9	0	hth	35		0		0		0		0		1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	125	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	5	0	1	158	6	1	0	0	0	0	0	0	0	0	0	0	0	0	102	255	0	0	0	0	0	0	70	0	0	0	0	0	60	50	0	0	0	0	75	2	1	0	0	0	0	0	0	1	0	0	80	0	12	18	50	66	11	0	0	19	0	0	0	0	0	0	157	228	234	869	0	0	120	0	0	0	0	0	0	484	700	446	6408	0	0	282	0	0	0	0	0	0	Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BurningDeadMage	BurningDeadMage	Skeleton		111	276	1	0	SK	0	0	2	2	3	0	2	5	5	1	50	1	14	47	80	0	2	3	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	9	0	hth	35		0		0		0		0		1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	125	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	5	0	1	158	6	1	0	0	0	0	0	0	0	0	0	0	0	0	102	255	0	0	0	0	0	0	70	0	0	0	0	0	60	50	0	0	0	0	75	2	1	0	0	0	0	0	0	1	0	0	80	0	17	24	70	93	15	0	0	27	0	0	0	0	0	0	172	249	256	1139	0	0	131	0	0	0	0	0	0	509	737	469	8090	0	0	297	0	0	0	0	0	0	Act 2 Cast A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Cast A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Cast A	Act 2 (H) Champ A	Act 2 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HorrorMage	HorrorMage	Skeleton		111	277	1	0	SK	0	0	2	2	3	0	2	5	5	1	50	1	17	50	83	0	2	4	1	1	1	1	1	0	0	0	1	0	0	1	1	0	0	0	9	0	hth	35		0		0		0		0		1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	125	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	5	0	1	158	6	1	0	0	0	0	0	0	0	0	0	0	0	0	102	255	0	0	0	0	0	0	70	0	0	0	0	0	60	50	0	0	0	0	75	2	1	0	0	0	0	0	0	1	0	0	80	0	20	29	85	123	17	0	0	32	0	0	0	0	0	0	183	265	272	1395	0	0	140	0	0	0	0	0	0	528	765	487	9636	0	0	308	0	0	0	0	0	0	Act 2 Cast B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RatManShaman	RatManShaman	Fetish	raises Ratmen	112	278	1	0	FW	0	0	2	2	2	0	1	6	6	1	50	0	11	44	77	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	30		45		0		0		0		1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	5	0	0	178	0	7	177	0	1	181	33	1	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	1	1	0	1	0	1	0	0	48	0	16	26	55	99	12	3	7	21	5	7	21	0	0	0	189	311	240	1291	9	25	123	17	25	123	0	0	0	574	946	451	9432	22	57	286	39	57	286	0	0	0	Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FetishShaman	FetishShaman	Fetish	raises Fetishes	112	279	1	0	FW	0	0	2	2	2	0	1	7	7	1	50	0	22	55	88	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	30		45		0		0		0		1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	5	0	0	178	0	8	177	0	2	181	33	1	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	1	1	0	1	0	1	0	0	48	0	30	49	111	276	22	5	13	42	9	13	42	0	0	0	235	388	299	2718	12	31	154	21	31	154	0	0	0	656	1081	516	17905	25	65	327	45	65	327	0	0	0	Act 3 Cast A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) Cast A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) Cast A	Act 3 (H) Champ A	Act 3 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FlayerShaman	FlayerShaman	Fetish	raises Flayers	112	280	1	0	FW	0	0	2	2	2	0	1	8	8	1	50	0	23	56	89	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	30		45		0		0		0		1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	5	0	0	178	0	9	177	0	3	181	33	1	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	1	1	0	1	0	1	0	0	48	0	31	51	116	303	23	5	13	43	9	13	43	0	0	0	240	395	305	2908	12	32	156	22	32	156	0	0	0	664	1093	522	18979	25	66	330	45	66	330	0	0	0	Act 3 Cast B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SoulKillerShaman	SoulKillerShaman	Fetish	raises Soul Killers	112	281	1	0	FW	0	0	2	2	2	0	1	9	9	1	50	0	24	57	90	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	30		45		0		0		0		1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	5	0	0	178	0	10	177	0	4	181	33	1	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	1	1	0	1	0	1	0	0	48	0	32	53	121	334	24	5	13	45	9	13	45	0	0	0	244	402	310	3111	12	32	159	22	32	159	0	0	0	671	1105	528	20118	25	66	334	46	66	334	0	0	0	Act 3 Cast B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
StygianDollShaman	StygianDollShaman	Fetish	raises Stygian Dolls	112	282	1	0	FW	0	0	2	2	2	0	1	10	10	1	50	0	24	57	90	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	30		45		0		0		0		1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	5	0	0	178	0	11	177	0	5	181	33	1	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	1	1	0	1	0	1	0	0	48	0	32	53	121	334	24	5	13	45	9	13	45	0	0	0	244	402	310	3111	12	32	159	22	32	159	0	0	0	671	1105	528	20118	25	66	334	46	66	334	0	0	0	Act 3 Cast B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
larva	larva	 		113	283	1	0	LV	1	1	0	0	0	0	1	1	1	1	50	0	99	70	90	0	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	48	0	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
